item,itemLabel,startDate,endDate,sourceDate,psid
Q959399,José Ramón Fernández Álvarez,1976,2012,2022-10-06,Q959399-9E8D06B4-18BB-4F28-84D6-2BECE8686081
Q7107144,Osmany Cienfuegos Gorriarán,1980,2009,2022-10-06,Q7107144-1AB862F2-67A0-4FC7-80D4-730F847196C4
Q114436548,Adolfo Díaz Suárez,1988,2001,2022-10-06,Q114436548-C0E9B99B-ED22-485F-B76D-80E5B8E1FF60
Q6069538,Pedro Miret Prieto,1990,2009,2022-10-06,Q6069538-77802F8C-BE58-4617-86E9-315E40CCE0B0
Q5646406,José Luis Rodriguez García,1995,2009,2022-10-06,Q5646406-D3D09128-6D57-41DA-844E-A2451B8CF8E0
Q15837933,Otto Rivero Torres,2003,2009,2022-10-06,Q15837933-65A40A12-3C94-4307-B9EC-4B75C896A173
Q1388860,Ramiro Valdés,2009,2019-10-10,,Q1388860-38c8981d-4c96-0fd3-dc44-b47c3eae643a
Q1388860,Ramiro Valdés Menéndez,2009,,2022-10-06,Q1388860-B2F0FDDA-5D6E-4DF2-A3F4-207B0E564356
Q15842341,Ricardo Cabrisas Ruiz,2009,,2022-10-06,Q15842341-6E59ACEA-D169-45AD-9D6B-1A731C37DEEA
Q1898550,Marino Alberto Murillo Jorge,2009,2011,2022-10-06,Q1898550-8CDC6B3D-DBBB-4EBC-B392-E2046F7A409D
Q6278251,Jorge Luis Sierra Cruz,2009,2010,2022-10-06,Q6278251-CC0AC48E-6C84-487F-A40B-8EBC23065FA3
Q7879043,Ulises Rosales del Toro,2009,2019-09,,Q7879043-94CD30E0-2A29-4ACA-8B16-35FA9278FCDF
Q4776586,Antonio Enrique Lussón Batlle,2010,2015-11-20,2022-10-06,Q4776586-53780462-F6A5-4B3B-8372-68DABF734F90
Q1932603,Miguel Díaz-Canel Bermúdez,2012,2018,2022-10-06,Q1932603-99766CA6-28B0-40AE-89D8-782889B47327
Q53871460,Adel Yzquierdo Rodríguez,2012,2019-01-08,2022-10-06,Q53871460-4F7B1901-1062-4695-BF20-4AB4932183B5
Q114436612,Inés María Chapman Waugh,2018,,,Q114436612-ac419b21-4053-3a9d-97d6-df9fbc6bf814
Q114437476,,2019-09-04,,,Q114437476-f6859a36-49eb-e634-b801-976fc34f4bbe
Q114436493,Alejandro Gil Fernández,2019-12-21,,,Q114436493-285aa1a0-4ed8-1527-3f07-fa94485a364b
Q44008911,Roberto Morales Ojeda,2019-12-21,2021-04-20,,Q44008911-EA081CBC-6A34-4A20-B5AC-C77AD6BB7C97
Q114436510,,2021-04-20,,,Q114436510-2707fa8d-4795-09b8-6d3c-7b81e8af8ec0
